scientificName,n_prot_areas,mean_coverage,taxonKey,kingdom,phylum,order,class,genus,family,species,rank,includes
Oenothera victorinii R.R.Gates & Catches.,5,,7322143,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Oenothera,Onagraceae,Oenothera victorinii,SPECIES,7322143: Oenothera victorinii R.R.Gates & Catches.
Panicum miliaceum subsp. miliaceum,5,,6449041,Plantae,Tracheophyta,Poales,Liliopsida,Panicum,Poaceae,Panicum miliaceum,SUBSPECIES,6449041: Panicum miliaceum subsp. miliaceum
Papaver somniferum subsp. somniferum,5,,3602069,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Papaver,Papaveraceae,Papaver somniferum,SUBSPECIES,3602069: Papaver somniferum subsp. somniferum
Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross,5,,2889304,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Persicaria,Polygonaceae,Persicaria capitata,SPECIES,2889304: Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross | 5334454: Polygonum capitatum Buch.-Ham. ex D.Don
Petunia punctata Paxton,5,,3802845,Plantae,Tracheophyta,Solanales,Magnoliopsida,Petunia,Solanaceae,Petunia punctata,SPECIES,3802845: Petunia punctata Paxton | 3802845: Petunia x punctata Paxton
"Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)",5,,2481104,Animalia,Chordata,Phoenicopteriformes,Aves,Phoeniconaias,Phoenicopteridae,Phoeniconaias minor,SPECIES,"2481104: Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)"
"Phyllonorycter robiniella (Clemens, 1859)",5,,1749886,Animalia,Arthropoda,Lepidoptera,Insecta,Phyllonorycter,Gracillariidae,Phyllonorycter robiniella,SPECIES,"1749886: Phyllonorycter robiniella (Clemens, 1859) | 8741260: Macrosaccus robiniellus (Clemens, 1859) | 10423949: BOLD:AAC4327"
Physostegia virginiana Benth.,5,,2926572,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Physostegia,Lamiaceae,Physostegia virginiana,SPECIES,2926572: Physostegia virginiana Benth.
Pinus wallichiana A.B.Jacks.,5,,5285074,Plantae,Tracheophyta,Pinales,Pinopsida,Pinus,Pinaceae,Pinus wallichiana,SPECIES,5285074: Pinus wallichiana A.B.Jacks.
Pseudofumaria alba (Miller) Lidén,5,,7315063,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Pseudofumaria,Papaveraceae,Pseudofumaria alba,SPECIES,7315063: Pseudofumaria alba (Miller) Lidén
Pyracantha coccinea Roem.,5,,9540191,Plantae,Tracheophyta,Rosales,Magnoliopsida,Pyracantha,Rosaceae,Pyracantha coccinea,SPECIES,9540191: Pyracantha coccinea Roem.
Ranunculus parviflorus L.,5,,3033434,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Ranunculus,Ranunculaceae,Ranunculus parviflorus,SPECIES,3033434: Ranunculus parviflorus L.
"Rhithropanopeus harrisii (Gould, 1841)",5,,2227663,Animalia,Arthropoda,Decapoda,Malacostraca,Rhithropanopeus,Panopeidae,Rhithropanopeus harrisii,SPECIES,"2227663: Rhithropanopeus harrisii (Gould, 1841)"
Rostraria cristata (L.) Tzvelev,5,,5289906,Plantae,Tracheophyta,Poales,Liliopsida,Rostraria,Poaceae,Rostraria cristata,SPECIES,2705915: Koeleria cristata (L.) Bertol. | 5289906: Rostraria cristata (L.) Tzvelev
Rubus cockburnianus Hemsl.,5,,2994120,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rubus,Rosaceae,Rubus cockburnianus,SPECIES,2994120: Rubus cockburnianus Hemsl.
Salix acutifolia Willd.,5,,7645931,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Salix,Salicaceae,Salix acutifolia,SPECIES,7645931: Salix acutifolia Willd.
Satureja hortensis L.,5,,2926885,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Satureja,Lamiaceae,Satureja hortensis,SPECIES,2926885: Satureja hortensis L.
Senecio vernalis Waldst. & Kit.,5,,6063730,Plantae,Tracheophyta,Asterales,Magnoliopsida,Senecio,Asteraceae,Senecio vernalis,SPECIES,6063730: Senecio vernalis Waldst. & Kit.
Silene chalcedonica E.H.L.Krause,5,,5584611,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Silene,Caryophyllaceae,Silene chalcedonica,SPECIES,3085889: Lychnis chalcedonica L. | 5584611: Silene chalcedonica E.H.L.Krause
"Streptopelia roseogrisea (Sundevall, 1857)",5,,2495688,Animalia,Chordata,Columbiformes,Aves,Streptopelia,Columbidae,Streptopelia roseogrisea,SPECIES,"2495688: Streptopelia roseogrisea (Sundevall, 1857)"
Symphytum caucasicum M.Bieb.,5,,7989836,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Symphytum,Boraginaceae,Symphytum caucasicum,SPECIES,7989836: Symphytum caucasicum M.Bieb.
"Tadorna tadornoides (Jardine & Selby, 1828)",5,,2498007,Animalia,Chordata,Anseriformes,Aves,Tadorna,Anatidae,Tadorna tadornoides,SPECIES,"2498007: Tadorna tadornoides (Jardine & Selby, 1828)"
"Tadorna variegata (Gmelin, 1789)",5,,2498011,Animalia,Chordata,Anseriformes,Aves,Tadorna,Anatidae,Tadorna variegata,SPECIES,"2498011: Tadorna variegata (Gmelin, 1789)"
Thalia dealbata Fras.,5,,5303040,Plantae,Tracheophyta,Zingiberales,Liliopsida,Thalia,Marantaceae,Thalia dealbata,SPECIES,5303040: Thalia dealbata Fras.
"Trichoglossus haematodus (Linnaeus, 1771)",5,,2479686,Animalia,Chordata,Psittaciformes,Aves,Trichoglossus,Psittacidae,Trichoglossus haematodus,SPECIES,"2479686: Trichoglossus haematodus (Linnaeus, 1771) | 2479694: Trichoglossus moluccanus (Gmelin, 1788)"
Tulipa sylvestris L.,5,,5299536,Plantae,Tracheophyta,Liliales,Liliopsida,Tulipa,Liliaceae,Tulipa sylvestris,SPECIES,5299536: Tulipa sylvestris L.
Vaccaria hispanica (Miller) Rauschert,5,,3085320,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Vaccaria,Caryophyllaceae,Vaccaria hispanica,SPECIES,3085320: Vaccaria hispanica (Miller) Rauschert | 3085323: Saponaria vaccaria L.
Acer rubrum L.,4,,3189883,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Acer,Sapindaceae,Acer rubrum,SPECIES,3189883: Acer rubrum L.
"Acridotheres tristis (Linnaeus, 1766)",4,,2489005,Animalia,Chordata,Passeriformes,Aves,Acridotheres,Sturnidae,Acridotheres tristis,SPECIES,"2489005: Acridotheres tristis (Linnaeus, 1766)"
Aesculus parviflora Walter,4,,3189828,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Aesculus,Sapindaceae,Aesculus parviflora,SPECIES,3189828: Aesculus parviflora Walter
Agrostis castellana Boiss. & Reut.,4,,2706501,Plantae,Tracheophyta,Poales,Liliopsida,Agrostis,Poaceae,Agrostis castellana,SPECIES,2706501: Agrostis castellana Boiss. & Reut.
Allium macleanii Baker,4,,2857679,Plantae,Tracheophyta,Asparagales,Liliopsida,Allium,Amaryllidaceae,Allium macleanii,SPECIES,2857679: Allium macleanii Baker
Amaranthus hypochondriacus L.,4,,9080185,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus hypochondriacus,SPECIES,9080185: Amaranthus hypochondriacus L.
"Anas formosa Georgi, 1775",4,,2498107,Animalia,Chordata,Anseriformes,Aves,Anas,Anatidae,Anas formosa,SPECIES,"2498107: Anas formosa Georgi, 1775 | 9235549: Sibirionetta formosa (Georgi, 1775)"
"Ara macao (Linnaeus, 1758)",4,,5959227,Animalia,Chordata,Psittaciformes,Aves,Ara,Psittacidae,Ara macao,SPECIES,"5959227: Ara macao (Linnaeus, 1758)"
Artemisia campestris subsp. maritima (DC.) Arcang.,4,,6077549,Plantae,Tracheophyta,Asterales,Magnoliopsida,Artemisia,Asteraceae,Artemisia campestris,SUBSPECIES,6077549: Artemisia campestris subsp. maritima (DC.) Arcang.
Artemisia dracunculus L.,4,,3121581,Plantae,Tracheophyta,Asterales,Magnoliopsida,Artemisia,Asteraceae,Artemisia dracunculus,SPECIES,3121581: Artemisia dracunculus L.
Asarum europaeum L.,4,,7313595,Plantae,Tracheophyta,Piperales,Magnoliopsida,Asarum,Aristolochiaceae,Asarum europaeum,SPECIES,7313595: Asarum europaeum L.
"Balanus tintinnabulum (Linnaeus, 1758)",4,,2115692,Animalia,Arthropoda,Sessilia,Maxillopoda,Balanus,Balanidae,Balanus tintinnabulum,SPECIES,"2115692: Balanus tintinnabulum (Linnaeus, 1758) | 5166487: Megabalanus tintinnabulum (Linnaeus, 1758)"
Berberis gagnepainii C.K.Schneid.,4,,4938160,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Berberis,Berberidaceae,Berberis gagnepainii,SPECIES,4938160: Berberis gagnepainii C.K.Schneid.
Blitum virgatum L.,4,,5383969,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Blitum,Amaranthaceae,Blitum virgatum,SPECIES,3083844: Chenopodium foliosum (Moench) Ascherson | 8245372: Chenopodium virgatum (L.) Ambrosi
Cabomba caroliniana A.Gray,4,,2882443,Plantae,Tracheophyta,Nymphaeales,Magnoliopsida,Cabomba,Cabombaceae,Cabomba caroliniana,SPECIES,2882443: Cabomba caroliniana A.Gray
Calendula arvensis L.,4,,9182765,Plantae,Tracheophyta,Asterales,Magnoliopsida,Calendula,Asteraceae,Calendula arvensis,SPECIES,9182765: Calendula arvensis L.
"Callinectes sapidus Rathbun, 1896",4,,2225646,Animalia,Arthropoda,Decapoda,Malacostraca,Callinectes,Portunidae,Callinectes sapidus,SPECIES,"2225646: Callinectes sapidus Rathbun, 1896"
"Cameraria ohridella Deschka & Dimic, 1986",4,,1749449,Animalia,Arthropoda,Lepidoptera,Insecta,Cameraria,Gracillariidae,Cameraria ohridella,SPECIES,"1749449: Cameraria ohridella Deschka & Dimic, 1986 | 10330573: BOLD:AAA1236"
Carex crawfordii Fernald,4,,2722380,Plantae,Tracheophyta,Poales,Liliopsida,Carex,Cyperaceae,Carex crawfordii,SPECIES,2722380: Carex crawfordii Fernald
Carex morrowii Boott,4,,2722515,Plantae,Tracheophyta,Poales,Liliopsida,Carex,Cyperaceae,Carex morrowii,SPECIES,2722515: Carex morrowii Boott
"Cereopsis novaehollandiae Latham, 1801",4,,5232432,Animalia,Chordata,Anseriformes,Aves,Cereopsis,Anatidae,Cereopsis novaehollandiae,SPECIES,"5232432: Cereopsis novaehollandiae Latham, 1801"
"Cernuella cisalpina (Rossmässler, 1837)",4,,4565140,Animalia,Mollusca,Stylommatophora,Gastropoda,Cernuella,Geomitridae,Cernuella cisalpina,SPECIES,"4565140: Cernuella cisalpina (Rossmässler, 1837)"
Chaenorhinum origanifolium (L.) Kostel.,4,,7351929,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Chaenorhinum,Plantaginaceae,Chaenorhinum origanifolium,SPECIES,7351929: Chaenorhinum origanifolium (L.) Kostel.
Chenopodium probstii Aell.,4,,9521148,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Chenopodium,Amaranthaceae,Chenopodium probstii,SPECIES,9521148: Chenopodium probstii Aell.
"Chloephaga melanoptera (Eyton, 1838)",4,,5232422,Animalia,Chordata,Anseriformes,Aves,Chloephaga,Anatidae,Chloephaga melanoptera,SPECIES,"5232422: Chloephaga melanoptera (Eyton, 1838)"
Corydalis cava Schweigg. & Kort.,4,,5530881,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Corydalis,Papaveraceae,Corydalis cava,SPECIES,5334209: Corydalis bulbosa (L.) DC. | 5530881: Corydalis cava Schweigg. & Kort.
Cucumis melo L.,4,,2874570,Plantae,Tracheophyta,Cucurbitales,Magnoliopsida,Cucumis,Cucurbitaceae,Cucumis melo,SPECIES,2874570: Cucumis melo L.
Cyclamen coum Mill.,4,,7127354,Plantae,Tracheophyta,Ericales,Magnoliopsida,Cyclamen,Primulaceae,Cyclamen coum,SPECIES,7127354: Cyclamen coum Mill.
"Cygnus melancoryphus (Molina, 1782)",4,,2498335,Animalia,Chordata,Anseriformes,Aves,Cygnus,Anatidae,Cygnus melancoryphus,SPECIES,"2498335: Cygnus melancoryphus (Molina, 1782)"
Cynosurus echinatus L.,4,,2704394,Plantae,Tracheophyta,Poales,Liliopsida,Cynosurus,Poaceae,Cynosurus echinatus,SPECIES,2704394: Cynosurus echinatus L.
"Dacelo novaeguineae (Hermann, 1783)",4,,2475648,Animalia,Chordata,Coraciiformes,Aves,Dacelo,Alcedinidae,Dacelo novaeguineae,SPECIES,"2475648: Dacelo novaeguineae (Hermann, 1783)"
Datura innoxia Mill.,4,,2928755,Plantae,Tracheophyta,Solanales,Magnoliopsida,Datura,Solanaceae,Datura innoxia,SPECIES,2928755: Datura innoxia Mill.
Doronicum columnae Ten.,4,,3143034,Plantae,Tracheophyta,Asterales,Magnoliopsida,Doronicum,Asteraceae,Doronicum columnae,SPECIES,3143034: Doronicum columnae Ten.
Echinops bannaticus Rochel ex Schrad.,4,,5392859,Plantae,Tracheophyta,Asterales,Magnoliopsida,Echinops,Asteraceae,Echinops bannaticus,SPECIES,5392859: Echinops bannaticus Rochel ex Schrad.
Epilobium dodonaei Vill.,4,,3666323,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Epilobium,Onagraceae,Epilobium dodonaei,SPECIES,3666323: Epilobium dodonaei Vill.
Erinus alpinus L.,4,,3741446,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Erinus,Plantaginaceae,Erinus alpinus,SPECIES,3741446: Erinus alpinus L.
Erodium moschatum (Burm.f.) L'Hér.,4,,9419993,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Erodium,Geraniaceae,Erodium moschatum,SPECIES,8391331: Erodium moschatum (L.) Aiton
Erucastrum gallicum O.E.Schulz,4,,5375547,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Erucastrum,Brassicaceae,Erucastrum gallicum,SPECIES,5375547: Erucastrum gallicum O.E.Schulz
Erysimum repandum L.,4,,3048166,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Erysimum,Brassicaceae,Erysimum repandum,SPECIES,3048166: Erysimum repandum L.
Galium murale All.,4,,2914590,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium murale,SPECIES,2914590: Galium murale All.
Gamochaeta pensylvanica (Willd.) Cabrera,4,,3103082,Plantae,Tracheophyta,Asterales,Magnoliopsida,Gamochaeta,Asteraceae,Gamochaeta pensylvanica,SPECIES,3103082: Gamochaeta pensylvanica (Willd.) Cabrera
"Grus japonensis (Statius Muller, 1776)",4,,2474944,Animalia,Chordata,Gruiformes,Aves,Grus,Gruidae,Grus japonensis,SPECIES,"2474944: Grus japonensis (Statius Muller, 1776)"
"Haliclona xena De Weerdt, 1986",4,,5182343,Animalia,Porifera,Haplosclerida,Demospongiae,Haliclona,Chalinidae,Haliclona xena,SPECIES,"5182343: Haliclona xena De Weerdt, 1986"
Heliopsis helianthoides Sweet,4,,5396474,Plantae,Tracheophyta,Asterales,Magnoliopsida,Heliopsis,Asteraceae,Heliopsis helianthoides,SPECIES,5396474: Heliopsis helianthoides Sweet
Hepatica nobilis Schreb.,4,,5371699,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Hepatica,Ranunculaceae,Hepatica nobilis,SPECIES,5371699: Hepatica nobilis Schreb.
Hibiscus trionum L.,4,,3152560,Plantae,Tracheophyta,Malvales,Magnoliopsida,Hibiscus,Malvaceae,Hibiscus trionum,SPECIES,3152560: Hibiscus trionum L.
Hydrangea macrophylla (Thunb.) Ser.,4,,2985994,Plantae,Tracheophyta,Cornales,Magnoliopsida,Hydrangea,Hydrangeaceae,Hydrangea macrophylla,SPECIES,2985994: Hydrangea macrophylla (Thunb.) Ser.
"Hypophthalmichthys molitrix (Valenciennes, 1844)",4,,2362473,Animalia,Chordata,Cypriniformes,Actinopterygii,Hypophthalmichthys,Cyprinidae,Hypophthalmichthys molitrix,SPECIES,"2362473: Hypophthalmichthys molitrix (Valenciennes, 1844)"
Iberis sempervirens L.,4,,5551241,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Iberis,Brassicaceae,Iberis sempervirens,SPECIES,5551241: Iberis sempervirens L.
Ipomoea purpurea (L.) Roth,4,,2928576,Plantae,Tracheophyta,Solanales,Magnoliopsida,Ipomoea,Convolvulaceae,Ipomoea purpurea,SPECIES,2928576: Ipomoea purpurea (L.) Roth
Koelreuteria paniculata Laxm.,4,,5421180,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Koelreuteria,Sapindaceae,Koelreuteria paniculata,SPECIES,5421180: Koelreuteria paniculata Laxm.
"Lasius neglectus van Loon, Boomsma & Andrásfalvy, 1990",4,,7358948,Animalia,Arthropoda,Hymenoptera,Insecta,Lasius,Formicidae,Lasius neglectus,SPECIES,"7358948: Lasius neglectus van Loon, Boomsma & Andrásfalvy, 1990"
Lentinula edodes (Berk.) Pegler,4,,2537743,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Lentinula,Omphalotaceae,Lentinula edodes,SPECIES,2537743: Lentinula edodes (Berk.) Pegler
Lepidium heterophyllum (DC.) Benth.,4,,5376846,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Lepidium,Brassicaceae,Lepidium heterophyllum,SPECIES,5376846: Lepidium heterophyllum (DC.) Benth.
"Lonchura punctulata (Linnaeus, 1758)",4,,2493598,Animalia,Chordata,Passeriformes,Aves,Lonchura,Estrildidae,Lonchura punctulata,SPECIES,"2493598: Lonchura punctulata (Linnaeus, 1758)"
Lonicera japonica Thunb. ex Murray,4,,7697298,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Lonicera,Caprifoliaceae,Lonicera japonica,SPECIES,7697298: Lonicera japonica Thunb. ex Murray
Luzula nivea DC.,4,,2700768,Plantae,Tracheophyta,Poales,Liliopsida,Luzula,Juncaceae,Luzula nivea,SPECIES,2700768: Luzula nivea DC.
Mauranthemum paludosum (Poir.) R.Vogt & Oberpr.,4,,3096529,Plantae,Tracheophyta,Asterales,Magnoliopsida,Mauranthemum,Asteraceae,Mauranthemum paludosum,SPECIES,"5388471: Leucanthemum paludosum (Poir.) Pomel, 1875 | 7452956: Leucanthemum paludosum (Poir.) Bonnet & Barratte"
Medicago truncatula Gaertn.,4,,2965280,Plantae,Tracheophyta,Fabales,Magnoliopsida,Medicago,Fabaceae,Medicago truncatula,SPECIES,2965280: Medicago truncatula Gaertn.
"Monomorium pharaonis (Linnaeus, 1758)",4,,1314773,Animalia,Arthropoda,Hymenoptera,Insecta,Monomorium,Formicidae,Monomorium pharaonis,SPECIES,"1314773: Monomorium pharaonis (Linnaeus, 1758)"
Morus nigra L.,4,,5361888,Plantae,Tracheophyta,Rosales,Magnoliopsida,Morus,Moraceae,Morus nigra,SPECIES,5361888: Morus nigra L.
Oenothera speciosa Nutt.,4,,3188859,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Oenothera,Onagraceae,Oenothera speciosa,SPECIES,3188859: Oenothera speciosa Nutt.
Oxalis articulata Savign.,4,,2891664,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis articulata,SPECIES,2891664: Oxalis articulata Savign.
Oxalis triangularis A.St.-Hil.,4,,7156971,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis triangularis,SPECIES,7156971: Oxalis triangularis A.St.-Hil.
Oxybasis glauca var. salina (Standl.) Verloove,4,,9567226,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Oxybasis,Amaranthaceae,Oxybasis glauca,VARIETY,6285650: Chenopodium glaucum var. salinum (Standl.) B.Boivin
Papaver atlanticum (Ball) Cosson,4,,7315072,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Papaver,Papaveraceae,Papaver atlanticum,SPECIES,7315072: Papaver atlanticum (Ball) Cosson
"Phalcoboenus megalopterus (Meyen, 1834)",4,,2481092,Animalia,Chordata,Falconiformes,Aves,Phalcoboenus,Falconidae,Phalcoboenus megalopterus,SPECIES,"2481092: Phalcoboenus megalopterus (Meyen, 1834)"
Phlox paniculata L.,4,,2927744,Plantae,Tracheophyta,Ericales,Magnoliopsida,Phlox,Polemoniaceae,Phlox paniculata,SPECIES,2927744: Phlox paniculata L.
"Phoenicopterus ruber Linnaeus, 1758",4,,9691034,Animalia,Chordata,Phoenicopteriformes,Aves,Phoenicopterus,Phoenicopteridae,Phoenicopterus ruber,SPECIES,"9691034: Phoenicopterus ruber Linnaeus, 1758"
Pisum sativum var. sativum,4,,5347854,Plantae,Tracheophyta,Fabales,Magnoliopsida,Pisum,Fabaceae,Pisum sativum,VARIETY,5347854: Pisum sativum var. sativum
"Platalea alba Scopoli, 1786",4,,2480800,Animalia,Chordata,Pelecaniformes,Aves,Platalea,Threskiornithidae,Platalea alba,SPECIES,"2480800: Platalea alba Scopoli, 1786"
Populus deltoides W.Bartram ex Marshall,4,,3040232,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Populus,Salicaceae,Populus deltoides,SPECIES,3040232: Populus deltoides W.Bartram ex Marshall
Quercus ilex L.,4,,2879098,Plantae,Tracheophyta,Fagales,Magnoliopsida,Quercus,Fagaceae,Quercus ilex,SPECIES,2879098: Quercus ilex L.
Rumex rugosus Campd.,4,,2889037,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex rugosus,SPECIES,2889037: Rumex rugosus Campd.
Rumex salicifolius Weinm.,4,,2888990,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex salicifolius,SPECIES,2888990: Rumex salicifolius Weinm.
Satureja montana L.,4,,2926884,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Satureja,Lamiaceae,Satureja montana,SPECIES,2926884: Satureja montana L.
Silene dichotoma Ehrh.,4,,5384818,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Silene,Caryophyllaceae,Silene dichotoma,SPECIES,5384818: Silene dichotoma Ehrh.
Trachycarpus fortunei H.Wendl.,4,,2739071,Plantae,Tracheophyta,Arecales,Liliopsida,Trachycarpus,Arecaceae,Trachycarpus fortunei,SPECIES,2739071: Trachycarpus fortunei H.Wendl.
Trifolium nigrescens Viv.,4,,5358774,Plantae,Tracheophyta,Fabales,Magnoliopsida,Trifolium,Fabaceae,Trifolium nigrescens,SPECIES,5358774: Trifolium nigrescens Viv.
Tulipa gesneriana L.,4,,5299675,Plantae,Tracheophyta,Liliales,Liliopsida,Tulipa,Liliaceae,Tulipa gesneriana,SPECIES,5299675: Tulipa gesneriana L.
Typha laxmannii Lepech.,4,,5289503,Plantae,Tracheophyta,Poales,Liliopsida,Typha,Typhaceae,Typha laxmannii,SPECIES,5289503: Typha laxmannii Lepech.
Verbascum phoeniceum L.,4,,3171951,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbascum,Scrophulariaceae,Verbascum phoeniceum,SPECIES,3171951: Verbascum phoeniceum L.
Verbascum virgatum Stokes,4,,3171954,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbascum,Scrophulariaceae,Verbascum virgatum,SPECIES,3171954: Verbascum virgatum Stokes
Verbesina alternifolia Britton ex Kearney,4,,3147815,Plantae,Tracheophyta,Asterales,Magnoliopsida,Verbesina,Asteraceae,Verbesina alternifolia,SPECIES,3147815: Verbesina alternifolia Britton ex Kearney | 8691721: Verbesina alternifolia Britton
Veronica austriaca L.,4,,3172099,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Veronica,Plantaginaceae,Veronica austriaca,SPECIES,3172099: Veronica austriaca L.
Vicia serratifolia Jacq.,4,,2975135,Plantae,Tracheophyta,Fabales,Magnoliopsida,Vicia,Fabaceae,Vicia serratifolia,SPECIES,2975135: Vicia serratifolia Jacq.
"Vidua macroura (Pallas, 1764)",4,,2484628,Animalia,Chordata,Passeriformes,Aves,Vidua,Viduidae,Vidua macroura,SPECIES,"2484628: Vidua macroura (Pallas, 1764)"
Zizania latifolia Turcz. ex Stapf,4,,2703231,Plantae,Tracheophyta,Poales,Liliopsida,Zizania,Poaceae,Zizania latifolia,SPECIES,2703231: Zizania latifolia Turcz. ex Stapf
Abies nordmanniana Spach,3,,2685552,Plantae,Tracheophyta,Pinales,Pinopsida,Abies,Pinaceae,Abies nordmanniana,SPECIES,2685552: Abies nordmanniana Spach
Achillea nobilis L.,3,,3120024,Plantae,Tracheophyta,Asterales,Magnoliopsida,Achillea,Asteraceae,Achillea nobilis,SPECIES,3120024: Achillea nobilis L.
"Agapornis personatus Reichenow, 1887",3,,2479553,Animalia,Chordata,Psittaciformes,Aves,Agapornis,Psittacidae,Agapornis personatus,SPECIES,"2479553: Agapornis personatus Reichenow, 1887"
Agastache rugosa Kuntze,3,,7307327,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Agastache,Lamiaceae,Agastache rugosa,SPECIES,7307327: Agastache rugosa Kuntze
"Alectoris chukar (J.E.Gray, 1830)",3,,2474029,Animalia,Chordata,Galliformes,Aves,Alectoris,Phasianidae,Alectoris chukar,SPECIES,"2474029: Alectoris chukar (J.E.Gray, 1830)"
Allium ampeloprasum L.,3,,2856037,Plantae,Tracheophyta,Asparagales,Liliopsida,Allium,Amaryllidaceae,Allium ampeloprasum,SPECIES,7668251: Allium porrum L.
"Amandava amandava (Linnaeus, 1758)",3,,2493698,Animalia,Chordata,Passeriformes,Aves,Amandava,Estrildidae,Amandava amandava,SPECIES,"2493698: Amandava amandava (Linnaeus, 1758)"
Amaranthus viridis L.,3,,5384334,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus viridis,SPECIES,5384334: Amaranthus viridis L.
"Amazona amazonica (Linnaeus, 1766)",3,,2479666,Animalia,Chordata,Psittaciformes,Aves,Amazona,Psittacidae,Amazona amazonica,SPECIES,"2479666: Amazona amazonica (Linnaeus, 1766)"
Ambrosia trifida L.,3,,3110588,Plantae,Tracheophyta,Asterales,Magnoliopsida,Ambrosia,Asteraceae,Ambrosia trifida,SPECIES,3110588: Ambrosia trifida L.
Amorpha fruticosa L.,3,,5357407,Plantae,Tracheophyta,Fabales,Magnoliopsida,Amorpha,Fabaceae,Amorpha fruticosa,SPECIES,5357407: Amorpha fruticosa L.
"Anas capensis Gmelin, 1789",3,,2498094,Animalia,Chordata,Anseriformes,Aves,Anas,Anatidae,Anas capensis,SPECIES,"2498094: Anas capensis Gmelin, 1789"
Anoda cristata Schltdl.,3,,3152493,Plantae,Tracheophyta,Malvales,Magnoliopsida,Anoda,Malvaceae,Anoda cristata,SPECIES,3152493: Anoda cristata Schltdl. | 3152494: Anoda cristata var. brachyantha (Rchb.) Hochr.
Aponogeton distachyos L.f.,3,,5328593,Plantae,Tracheophyta,Alismatales,Liliopsida,Aponogeton,Aponogetonaceae,Aponogeton distachyos,SPECIES,5328593: Aponogeton distachyos L.f.
Arabidopsis halleri (L.) O'Kane & Al-Shehbaz,3,,3052450,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Arabidopsis,Brassicaceae,Arabidopsis halleri,SPECIES,3052450: Arabidopsis halleri (L.) O'Kane & Al-Shehbaz | 3052453: Cardaminopsis halleri (L.) Hayek
Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan,3,,2718302,Plantae,Tracheophyta,Poales,Liliopsida,Bolboschoenus,Cyperaceae,Bolboschoenus yagara,SPECIES,2718302: Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan | 8319769: Bolboschoenus yagara (Ohwi) A.E.Kozhevn.
