key	nubKey	canonicalName	first_observed	last_observed	class	kingdom
152543843	7569785	Hieracium pilosum	1890	1890	Magnoliopsida	Plantae
152545933	7576335	Amaranthus ozanonii	1983	2015	Magnoliopsida	Plantae
152543631	7587923	Euchiton sphaericus	1892	1912	Magnoliopsida	Plantae
152545051	7600608	Trifolium sylvaticum	2016	2016	Magnoliopsida	Plantae
152544768	7602322	Urtica incisa	1911	1911	Magnoliopsida	Plantae
152545993	7606014	Alternanthera angustifolia	1895	1895	Magnoliopsida	Plantae
152545979	7644304	Chenopodium borbasioides	1947	1962	Magnoliopsida	Plantae
152544089	7652364	Nephila	2010	2010	Arachnida	Animalia
159748461	7668385	Bugulina simplex			Gymnolaemata	Animalia
152543207	7670473	Batrachochytrium salamandrivorans	2013	2018	Chytridiomycetes	Fungi
152545909	7707087	Dysphania glomulifera	1904	1924	Magnoliopsida	Plantae
152545666	7727786	Plantago loeflingii	1886	1886	Magnoliopsida	Plantae
152546359	7769371	Helleborus lividus	2011	2017	Magnoliopsida	Plantae
152545677	7784175	Veronica glauca	1954	1954	Magnoliopsida	Plantae
152546761	7795128	Carex crus-corvi	1947	1947	Liliopsida	Plantae
152543225	7805595	Chara braunii	1864	2018	Charophyceae	Plantae
152545490	7806790	Arnebia decumbens	1955	1955	Magnoliopsida	Plantae
152543416	7814921	Clarkia bottae	1893	1893	Magnoliopsida	Plantae
152546247	7823743	Malva maroccana	2005	2005	Magnoliopsida	Plantae
152546331	7826351	Ranunculus lanuginosus	1800	1938	Magnoliopsida	Plantae
152545899	7846821	Oxybasis macrosperma	1895	1904	Magnoliopsida	Plantae
152545648	7848321	Linaria triornithophora	1972	1972	Magnoliopsida	Plantae
152545471	7853188	Reseda lutea vivantii	1898	1898	Magnoliopsida	Plantae
152545910	7877091	Dysphania pseudomultiflora	1947	1947	Magnoliopsida	Plantae
152545901	7933495	Sclerolaena muricata	1907	1911	Magnoliopsida	Plantae
152544536	7987143	Anoplophora chinensis	2005	2006	Insecta	Animalia
152544100	8005391	Xanthium spinosum ambrosioides	1906	1907	Magnoliopsida	Plantae
152546073	8012084	Dianthus subacaulis	2002	2018	Magnoliopsida	Plantae
152543950	8018277	Centaurea pectinata	2004	2004	Magnoliopsida	Plantae
152547051	8018483	Eragrostis neomexicana	1947	2011	Liliopsida	Plantae
152546947	8040052	Bromus polyanthus	1915	1915	Liliopsida	Plantae
152547082	8047362	Sporobolus creber	1911	1911	Liliopsida	Plantae
159747067	8050384	Bonamia ostreae	1980	1980	Haplosporea	Protozoa
152543324	8077391	Citrus aurantium	1949	1949	Magnoliopsida	Plantae
159748820	8078031	Artemisia afra	1893	1900	Magnoliopsida	Plantae
152544722	8091002	Sempervivum globiferum	1893	1893	Magnoliopsida	Plantae
152545635	8114833	Anarrhinum bellidifolium	1957	2015	Magnoliopsida	Plantae
152545735	8118326	Teucrium resupinatum	1998	1998	Magnoliopsida	Plantae
152546047	8150863	Silene cretica	1950	1950	Magnoliopsida	Plantae
152546640	8174640	Allium christophii	2011	2013	Liliopsida	Plantae
152543643	8180804	Brachycome heterodonta	1892	1892	Magnoliopsida	Plantae
152546022	8185812	Mesembryanthemum cordifolium	1892	1947	Magnoliopsida	Plantae
152545616	8186932	Scrophularia scopolii	1976	1976	Magnoliopsida	Plantae
152547052	8192063	Eragrostis lacunaria	1911	1949	Liliopsida	Plantae
152544021	8195160	Artemisia pontica	1850	1949	Magnoliopsida	Plantae
152546296	8201823	Valeriana phu	1850	1910	Magnoliopsida	Plantae
152545492	8227753	Anchusa procera	1904	2018	Magnoliopsida	Plantae
152547195	8241853	Anisocampium niponicum	2017	2017	Polypodiopsida	Plantae
152546308	8259811	Cephalaria alpina	1970	1970	Magnoliopsida	Plantae
152546048	8279669	Silene viscosa	1947	1947	Magnoliopsida	Plantae
152545650	8287616	Linaria simplex	1900	2018	Magnoliopsida	Plantae
152543951	8305028	Centaurea phrygia	1850	1850	Magnoliopsida	Plantae
159748038	8309092	Ludwigia grandiflora hexapetala	1983	2018	Magnoliopsida	Plantae
152547041	8322034	Avena marquandii	1850	1925	Liliopsida	Plantae
152546279	8325800	Lonicera italica	1864	1948	Magnoliopsida	Plantae
152545162	8326007	Vicia pannonica striata	1894	2011	Magnoliopsida	Plantae
152544425	8351995	Frankliniella occidentalis	2018	2018	Insecta	Animalia
152544492	8364220	Torilis leptophylla	1872	1955	Magnoliopsida	Plantae
152546719	8370695	Tinantia erecta	1956	2017	Liliopsida	Plantae
152544472	8410115	Hedera hibernica	2018	2018	Magnoliopsida	Plantae
152546616	8418777	Lilium hollandicum	2016	2017	Liliopsida	Plantae
159749127	8419625	Silene scabriflora	1860	1860	Magnoliopsida	Plantae
152546821	8420312	Phalaris platensis	1895	1921	Liliopsida	Plantae
159748459	8428595	Bugulina stolonifera			Gymnolaemata	Animalia
152546091	8690876	Abronia fragrans	1951	1951	Magnoliopsida	Plantae
152546106	8720751	Koenigia divaricata	2008	2009	Magnoliopsida	Plantae
152543184	8740315	Marionfyfea adventor	2018	2018		Animalia
159747301	8823948	Poephila guttata			Aves	Animalia
152544265	8871276	Neuroctenus lestoni	2009	2018	Insecta	Animalia
152545262	8925248	Galium parisiense parisiense	1904	1904	Magnoliopsida	Plantae
152545619	8949622	Verbascum chaixii	1912	1934	Magnoliopsida	Plantae
152544079	9321334	Pilosella prussica	2003	2015	Magnoliopsida	Plantae
152543147	9350124	Natrix helvetica	1968	2018	Reptilia	Animalia
152545289	9429152	Erodium ciconium	1892	1893	Magnoliopsida	Plantae
152543667	9442679	Bratislavia dadayi	2002	2016	Clitellata	Animalia
152543663	9479629	Tasserkidrilus americanus	2006	2016	Clitellata	Animalia
152546904	9484350	Lachnagrostis eriantha	1904	1951	Liliopsida	Plantae
156872745	9491873	Dichotomyctere fluviatilis	2001	2017	Actinopterygii	Animalia
152545691	9508942	Origanum vulgare hirtum	1998	2010	Magnoliopsida	Plantae
159746876	9513097	Saproamanita inopinata	2008	2018	Agaricomycetes	Fungi
152543327	9518324	Procyon cancrivorus	2006	2018	Mammalia	Animalia
159747352	9772663	Leptoptilos crumenifer			Aves	Animalia
159749059	10196840		2014	2015	Magnoliopsida	Plantae
159748235	10329298	Haplodrassus securifer	1992	1992	Arachnida	Animalia
159748902	10411852		1863	1915	Magnoliopsida	Plantae
159749122	10502740		2008	2017	Magnoliopsida	Plantae
